TID,CH,EN,Flags
TID_NEW,新,,
TID_POPUP_CANCEL_CONSTRUCTION_TITLE,取消修建,,
TID_POPUP_CANCEL_CONSTRUCTION,取消修建将退回50%的资源消耗，确认取消?,,
TID_VIP_CANCEL_CONSTRUCTION,取消修建将退回100%的资源消耗，确认取消?,,
TID_POPUP_CANCEL_UPGRADE_TITLE,取消升级,,
TID_POPUP_CANCEL_UPGRADE,取消升级将退回50%的资源消耗，确认取消?,,
TID_BUILDING_LIMIT,数量,,
TID_NO_TROOP,先从兵营训练一些士兵吧,,
TID_WUJIANG_USING,出战中,,
TID_MISSON_1,南非,,
TID_MISSON_2,东非,,
TID_MISSON_3,中非,,
TID_MISSON_4,西非,,
TID_MISSON_5,北非,,
TID_MISSON_6,埃及,,
TID_MISSON_7,中东,,
TID_MISSON_8,西亚,,
TID_MISSON_9,印度,,
TID_MISSON_10,东南亚,,
TID_MISSON_11,珊瑚岛,,
TID_MISSON_12,中途岛,,
TID_MISSON_13,珍珠港,,
TID_MISSON_14,广岛,,
TID_MISSON_15,长崎,,
TID_MISSON_16,华盛顿,,
TID_MISSON_17,凡尔赛,,
TID_MISSON_18,苏联,,
TID_MISSON_19,俄国,,
TID_MISSON_20,巴拉圭,,
TID_MISSON_1_1,新月沃土,,
TID_MISSON_1_2,乌鲁克,,
TID_MISSON_1_3,亚述,,
TID_MISSON_1_4,幼发拉底河上游,,
TID_MISSON_1_5,尼尼微,,
TID_MISSON_1_6,巴比伦,,
TID_MISSON_1_7,迪亚拉,,
TID_MISSON_1_8,苏美,,
TID_MISSON_1_9,底格里斯河下游,,
TID_MISSON_1_10,乌尔,,
TID_MISSON_1_11,随机关卡,,
TID_MISSON_2_1,南海,,
TID_MISSON_2_2,桂林,,
TID_MISSON_2_3,长沙,,
TID_MISSON_2_4,蜀国首都,,
TID_MISSON_2_5,武汉,,
TID_MISSON_2_6,吴国首都,,
TID_MISSON_2_7,襄阳,,
TID_MISSON_2_8,丝绸之路,,
TID_MISSON_2_9,太原,,
TID_MISSON_2_10,魏国首都,,
TID_MISSON_3_1,尼德罗斯,,
TID_MISSON_3_2,勒威克,,
TID_MISSON_3_3,奥克尼,,
TID_MISSON_3_4,林迪斯法恩,,
TID_MISSON_3_5,都柏林,,
TID_MISSON_3_6,伦敦,,
TID_MISSON_3_7,杜里斯特,,
TID_MISSON_3_8,汉堡,,
TID_MISSON_3_9,克隆,,
TID_MISSON_3_10,巴黎,,
TID_MISSON_4_1,瑟雷斯,,
TID_MISSON_4_2,马其顿共和国,,
TID_MISSON_4_3,特洛伊,,
TID_MISSON_4_4,米利都城,,
TID_MISSON_4_5,伊庇鲁斯,,
TID_MISSON_4_6,温泉关,,
TID_MISSON_4_7,雅典,,
TID_MISSON_4_8,罗德岛,,
TID_MISSON_4_9,哥林斯,,
TID_MISSON_4_10,克里特岛,,
TID_MISSON_5_1,玛扎,,
TID_MISSON_5_2,阿布,,
TID_MISSON_5_3,达克拉,,
TID_MISSON_5_4,贝雷尼希,,
TID_MISSON_5_5,阿拜多斯,,
TID_MISSON_5_6,卡尔玛,,
TID_MISSON_5_7,萨鸟,,
TID_MISSON_5_8,巴哈里亚,,
TID_MISSON_5_9,阿瓦利斯,,
TID_MISSON_5_10,达曼胡尔,,
TID_MISSON_9_3,坎普尔,,
TID_MISSON_9_4,孟买,,
TID_MISSON_9_5,加尔各答,,
TID_MISSON_9_6,新德里,,
TID_MISSON_10_1,曼德勒,,
TID_MISSON_10_2,仰光,,
TID_MISSON_10_3,曼谷,,
TID_MISSON_10_4,金边,,
TID_MISSON_10_5,河内,,
TID_MISSON_10_6,吉隆坡,,
TID_CREATE_NAME_EMPTY,名字不能为空,,
TID_CREATE_NAME_TOOSHORT,名字过短,,
TID_CREATE_NAME_INFO,君主的名字,,
TID_CREATE_NAME_ROLL,可以摇签随机得到幸运名字,,
TID_SHOP_CATEGORY_DECOS,装饰,,ImageText
TID_SHOP_CATEGORY_RESOURCE_BUILDINGS,经济,,ImageText
TID_SHOP_CATEGORY_ARMY_BUILDINGS,军事,,ImageText
TID_SHOP_CATEGORY_DEFENSE_BUILDINGS,防御,,ImageText
TID_SHOP_CATEGORY_TREASURE,资源,,ImageText
TID_SHOP_CATEGORY_SHIELD,护盾,,
TID_SHOP_CATEGORY_BUILDERS,工匠,,
TID_DECO1,旗帜,,
TID_DECO2,希腊中立柱,,
TID_DECO3,希腊大立柱,,
TID_DECO4,花园,,
TID_DECO5,希腊房屋1,,
TID_DECO6,希腊房屋2,,
TID_DECO7,战士雕像,,
TID_DECO8,英雄雕像,,
TID_DECO9,埃及立柱圆,,
TID_DECO10,埃及立柱废墟,,
TID_DECO11,埃及立柱尖,,
TID_DECO12,法老雕像,,
TID_DECO13,守护雕像,,
TID_DECO14,旗帜,,
TID_DECO15,石柱,,
TID_DECO16,石狮,,
TID_DECO17,蒙古大旗帜右,,
TID_DECO18,蒙古大旗帜左,,
TID_DECO19,蒙古旗帜右,,
TID_DECO20,蒙古旗帜左,,
TID_DECO21,游骑雕像,,
TID_DECO22,勇士雕像,,
TID_DECO23,骏马雕像,,
TID_DECO24,金狼,,
TID_DECO25,玛雅旗帜,,
TID_DECO26,海盗旗,,
TID_DECO27,小号神秘宝箱,,
TID_DECO28,中号神秘宝箱,,
TID_DECO29,大号神秘宝箱,,
TID_DECO30,黄金凤凰,,
TID_DECO31,出征旗帜,,
TID_DECO32,黄金剑冢,,
TID_DECO33,黄金王冠,,
TID_DECO34,黄金护卫,,
TID_DECO35,黄金罗盘,,
TID_DECO36,黄金果盆,,
TID_DECO37,圣母雕像,,
TID_DECO38,黄金驯鹿,,
TID_DECO39,黄金油井,,
TID_DECO40,猎手座,,
TID_DECO41,黄金锁,,
TID_DECO42,工业象征,,
TID_DECO43,黄金战士,,
TID_DECO44,立柱,,
TID_DECO45,立柱横,,
TID_DECO46,立柱竖,,
TID_NPC_TALK1,二战时期，法西斯军国主义的侵略势力已经到来！建立军队加入战斗吧！,,
TID_NPC_TALK2,区区小角色，也敢扬言反法西斯，准备袭击!,,
TID_NPC_TALK3,不好!发现法西斯的军队，赶紧修建一个[火炮]进行防御!,,
TID_NPC_TALK4,把[火炮]放在城镇中心旁，保护[城镇中心]安全!,,
TID_NPC_TALK5,情况危急!花费少量紫宝石可以让修建立刻完成!,,
TID_NPC_TALK6,渣渣们，你们的死期到了，冲啊!,,
TID_NPC_TALK7,叛军发起进攻了![火炮]开始反击防御!,,
TID_NPC_TALK8,干得好!君主，接下来我们必须继续强大自己!,,
TID_NPC_TALK9,[农舍]可以提供粮食的生产和采集,,
TID_NPC_TALK10,[粮食仓库]可以储存粮食，提高粮食仓库储存上限,,
TID_NPC_TALK11,[金币仓库]可以储存金币，提高金币储存上限,,
TID_NPC_TALK12,[兵营]可以训练军队，用来进攻敌人,,
TID_NPC_TALK13,探子回报!发现法西斯军队叛军营地，并有大量[金币]和[粮食]，开始[训练]士兵准备进攻吧!,,
TID_NPC_TALK14,好了，已经训练好足够的士兵了，现在就出发去[进攻]法西斯军队叛贼营地吧!,,
TID_NPC_TALK15,太好了，我们从对手那儿得到大量金币和粮食，继续壮大我们的城市吧!先来看看城镇中心!,,
TID_NPC_TALK16,[升级]城镇中心可以建造更多的建筑,,
TID_NPC_TALK17,现在可以从商店新建更多的建筑了，或者把现在的建筑升级到更高级,,
TID_NPC_TALK18,点击这里有更多任务等你挑战，君主加油!,,
TID_NPC_TALK19,英雄营里有强大的英雄可以出战，他们有高强的武艺和特殊的技艺可以帮助你取得战斗的胜利!,,
TID_CHAT_YOU,您,,
TID_TASK_TITLE,任务,,
TID_TASK_AWARD,奖励:,,
TID_TASK_HINT,友情提示：每日任务在每日0点刷新进度,,
TID_TASK_HINT_1,友情提示：公会日常需要加入公会后才能完成,,
TID_TASK_1,每日上线,,
TID_TASK_2,完成1次玩家对战,,
TID_TASK_3,参与一次天天闯关,,
TID_TASK_4,赠送体力一次,,
TID_TASK_5,搜寻一次英雄,,
TID_TASK_6,累计掠夺20万粮食,,
TID_TASK_7,被攻击3次,,
TID_TASK_8,训练20个士兵,,
TID_TASK_9,进行1场玩家对战,,
TID_TASK_10,训练20个士兵,,
TID_TASK_11,进行1场玩家对战,,
TID_TASK_12,升级至2级贸易中心,,
TID_TASK_13,训练20个弓箭手,,
TID_TASK_14,建造第2座火炮,,
TID_TASK_15,升级至2级城镇中心,,
TID_TASK_16,建造第2座农舍,,
TID_TASK_17,建造第2座贸易中心,,
TID_TASK_18,升级至2级营地,,
TID_TASK_19,升级至3级兵营,,
TID_TASK_20,训练至最大兵力,,
TID_TASK_21,进行1场玩家对战,,
TID_TASK_22,升级至3级贸易中心,,
TID_TASK_23,建造1座箭塔,,
TID_TASK_24,升级至2级火炮,,
TID_TASK_25,升级至3级城镇中心,,
TID_TASK_26,建造1座酒馆,,
TID_TASK_27,建造1座投石机,,
TID_TASK_28,使用一次好友减时,,
TID_TASK_29,训练至最大兵力,,
TID_TASK_30,升级至4级农舍,,
TID_TASK_31,升级至4级银诚征,,
TID_TASK_32,建造25堵城墙,,
TID_TASK_33,建造第2座兵营,,
TID_TASK_34,升级至4级兵营,,
TID_TASK_35,训练3个巨力校尉,,
TID_TASK_36,训练至最大兵力,,
TID_TASK_37,进行1场玩家对战,,
TID_TASK_38,成功掠夺10000金币,,
TID_TASK_39,升级至4级城镇中心,,
TID_TASK_40,升级至4级金币仓库,,
TID_TASK_41,升级至4级粮食仓库,,
TID_TASK_42,建造第2座粮食仓库,,
TID_TASK_43,建造1座战争高台,,
TID_TASK_44,在战争高台中探索3次,,
TID_TASK_45,建造1座炼油厂,,
TID_TASK_46,升级至5级城镇中心,,
TID_TASK_47,建造75堵城墙,,
TID_TASK_48,建造1座公会议事厅,,
TID_TASK_49,声望数量达到150,,
TID_TASK_50,升级至5级兵营,,
TID_TASK_51,提升步兵至2星,,
TID_TASK_52,建造1座术士塔,,
TID_TASK_53,拥有第2名英雄,,
TID_TASK_54,升级任意英雄至5级,,
TID_TASK_55,声望数量达到500,,
TID_TASK_56,声望数量达到1000,,
TID_TASK_57,升级兵营至2级,,
TID_TASK_58,摧毁玩家城市中的城镇中心,,
TID_TASK_59,建造投石机,,
TID_TASK_60,建造第2个箭塔,,
TID_TASK_61,完成一场自我演习,,
TID_TASK_62,训练任意20个兵,,
TID_MANOEUVRE_LEFT_COUNT,剩余演习次数:%d,,
TID_MANOEUVRE_HINT_GET,（每次被袭击增加1次）,,
TID_MANOEUVRE_HINT_BUY,成功购买了%d次自我演习次数,,
TID_MANOEUVRE_TITLE,兵种自由搭配,,
TID_MANOEUVRE_HINT_ADD_TROOP,点击头像按钮可调整兵种数量，上下按钮调整兵种等级,,
TID_MANOEUVRE_HINT_TROOP_INFO,点击下面的小头像可减少当前兵种数量，按住不放可快速减少\当前人口数量:%d/225  预计总兵力成本:%d （仅供参考，不会扣除）,,
TID_MANOEUVRE_HINT_USE_BEFORE,最近搭配,,
TID_MANOEUVRE_HINT_MODE_DESC,演习模式下，不会失去和获得资源，不会真实伤害村庄,,
TID_MANOEUVRE_HINT_NO_TROOP,请点击兵种按钮增加一些士兵,,
TID_MANOEUVRE_HINT_NO_BEFORE,暂无记录,,
TID_WEI,新月地,,
TID_SHU,东亚,,
TID_WU,神圣罗马,,
TID_MEETBATTILE_ALLIANCE1,参战公会一,,
TID_MEETBATTILE_ALLIANCE2,参战公会二,,
TID_MEETBATTILE_ALLIANCE3,参战公会三,,
TID_MEETBATTILE_DESC1,公会会战在每天20点~21点开启，活动开始后将随机匹配每3个阵营的公会进入一个争夺地图，结束后将获得丰厚奖励,,
TID_MEETBATTILE_DESC2,活动开始后，活动里面上会有若干空白城市，点击即可占领,,
TID_MEETBATTILE_DESC3,已经被占领的城市将被标记为相应的阵营旗帜，其它阵营可以攻打这个城市，谁占领的城市，即为被攻打的对象，如果城镇中心被摧毁，则城市的占领者变为攻击者,,
TID_MEETBATTILE_DESC4,活动每隔一分钟统计一次每隔阵营所占领的城市数量，并根据城市数量和城市大小进行积分累加，活动结束后，按积分高低排名1、2、3名,,
TID_MEETBATTILE_DESC5,根据名次高低将获得大量的石油、宝石、金币、粮食、公会贡献度、公会发展度、公会会战积分奖励!弱势公会有一定加成。,,
TID_THE_CHAMPION,第一名,,
TID_THE_SILVER,第二名,,
TID_THE_BRONZE,第三名,,
TID_ALLIANCE_CONTRIBUTE,帮贡,,
TID_MEETBATTILE_POINT,会战积分,,
TID_MEETBATTILE_TILE,公会会战,,
TID_FINISH_BUTTON,快速完成,,
TID_CLEAR_ALL_TROOP,清空所有,,
TID_TROOP_FULL,可训练军队已满,,
TID_NOT_ENOUGH_HOUSING_SPACE,营地空间已满，如果继续训练，保存兵力时会把多余的兵替换成当前训练中的士兵。,,
TID_UNLOCK_BARRACK_TROOP,解锁兵种,,
TID_BUILDING_TEXT_FULL,已满,,
TID_BUILDING_TEXT_TRAIN,训练,,
TID_BUILDING_TEXT_DIANJIANG,可点将,,
TID_BUILDING_TEXT_RESEARCH,研究,,
TID_BUILDING_TEXT_STRATEGY,战术,,
TID_TRAINING_SLOT_STOPPED,已暂停,,
TID_NEXT_MATCH,下一个,,
TID_END_BATTLE_BUTTON,结束战斗,,
TID_SURRENDER_BUTTON,撤退,,
TID_SURRENDER_MSGBOX,君主，确定要撤退吗?,,
TID_SURRENDER_INFO,君主，确定要撤退吗?,,
TID_BUTTON_UPGRADE_TROOPS,开始研究,,
TID_POPUP_UPGRADE_TROOP_TITLE,选择研究单位,,
TID_POPUP_SELECT_TROOP_TITLE,选择训练单位,,
TID_DEPLOY_HELP,点击空白处出兵，按住不动可连续出兵,,
TID_PLAYER_ATTACKING_YOU,袭击者:,,
TID_LOOT,资源损失:,,
TID_OUTCOME,战斗结果:,,
TID_YOU_LOST,战斗失败,,
TID_YOU_WIN,战斗胜利,,
TID_DEFENSE_LOST,防守失败,,
TID_DEFENSE_WIN,防守成功,,
TID_REVENGE,复仇,,
TID_SHOP_GEM1,少量宝石,,
TID_SHOP_GEM2,一袋宝石,,
TID_SHOP_GEM3,大袋宝石,,
TID_SHOP_GEM4,一箱宝石,,
TID_SHOP_GEM5,巨量宝石,,
TID_SHOP_GEM6,海量宝石,,
TID_SHIELD_NONE,无,,
TID_TROOPS_USED,兵力消耗（<C#00FF00摧毁所有防御建筑#C>可保存兵力）,,
TID_TUTORIAL_DEFEND_1,放马过来!,,
TID_TUTORIAL_DEFEND_1b,战斗吧!!,,
TID_RANK_PERSONAL,顶级玩家,,
TID_RANK_CLAN,顶级公会,,
TID_CLAN_TOTAL_POINTS,声望总数,,
TID_CLAN_MEMBERS,成员总数：,,
TID_CLAN_TYPE,公会类型：,,
TID_TRAP_MINE,炸弹,,
TID_TRAP_MINE_INFO,小小的炸弹，在出奇不意的位置给予敌人迎头痛击!此外，还能对英雄及其侍卫造成2倍伤害。,,
TID_TRAP_MINE2,锋利陷阱,,
TID_TRAP_MINE2_INFO,堆满了锋利铁器的地面，威力非同凡响！还能对英雄及其侍卫造成2倍伤害。,,
TID_BUTTON_REPLAY,战斗回放,,
TID_REVENGE_NOT_AVAILABLE,无法复仇此人,,
TID_REPLAY_NOT_AVAILABLE,录像已过期，无法回放,,
TID_RESTART_REPLAY_BUTTON,重新观看,,
TID_UPGRADE_FINISH_NOW,完成升级:,,
TID_ALLIANCE_CREATE_TROPHY_COUNT,最少声望要求,,
TID_CLAN_MINIMUM_TROPHYS,声望要求：,,
TID_ALLIANCE_BUTTON_SEARCH,搜索,,
TID_ALLIANCE_SEARCH,搜索结果:,,
TID_ALLIANCE_SEARCH_HINT,请输入公会名称进行搜索,,
TID_ALLIANCE_TAB_NAME,搜索公会,,
TID_BUTTON_RETRY,重新连接,,
TID_DONATED_TO_CLAN,捐兵数量,,
TID_CLAN_MEMBERS_NUM,成员数量:,,
TID_CLAN_MASTERS_FULL,最多存在5名副会长，无法继续提升,,
TID_ENEMY_ONLINE,对方在线，不能攻击,,
TID_SEARCH_NOTHING,什么也没搜索到，请稍后再试,,
TID_AUTONAME_FRONT1,亚伦,,
TID_AUTONAME_FRONT2,亚伯,,
TID_AUTONAME_FRONT3,艾比,,
TID_AUTONAME_FRONT4,艾达,,
TID_AUTONAME_FRONT5,亚当,,
TID_AUTONAME_FRONT6,艾米,,
TID_AUTONAME_FRONT7,艾伦,,
TID_AUTONAME_FRONT8,安迪,,
TID_AUTONAME_FRONT9,艾美,,
TID_AUTONAME_FRONT10,安伯,,
TID_AUTONAME_FRONT11,亚瑟,,
TID_AUTONAME_FRONT12,安琪,,
TID_AUTONAME_FRONT13,本森,,
TID_AUTONAME_FRONT14,安娜,,
TID_AUTONAME_FRONT15,比尔,,
TID_AUTONAME_FRONT16,安妮,,
TID_AUTONAME_FRONT17,比妮,,
TID_AUTONAME_FRONT18,布莱,,
TID_AUTONAME_FRONT19,鲍勃,,
TID_AUTONAME_FRONT20,欧尔,,
TID_AUTONAME_FRONT21,杰,,
TID_AUTONAME_FRONT22,安,,
TID_AUTONAME_FRONT23,妮,,
TID_AUTONAME_FRONT24,戴,,
TID_AUTONAME_FRONT25,班,,
TID_AUTONAME_FRONT26,康,,
TID_AUTONAME_FRONT27,纳,,
TID_AUTONAME_FRONT28,德,,
TID_AUTONAME_FRONT29,达,,
TID_AUTONAME_FRONT30,内,,
TID_AUTONAME_FRONT31,尔,,
TID_AUTONAME_FRONT32,维,,
TID_AUTONAME_FRONT33,迪,,
TID_AUTONAME_FRONT34,恩,,
TID_AUTONAME_FRONT35,杜,,
TID_AUTONAME_FRONT36,鲁,,
TID_AUTONAME_FRONT37,克,,
TID_AUTONAME_FRONT38,伊,,
TID_AUTONAME_FRONT39,登,,
TID_AUTONAME_FRONT40,爱,,
TID_AUTONAME_BACK1,格,,
TID_AUTONAME_BACK2,博,,
TID_AUTONAME_BACK3,金,,
TID_AUTONAME_BACK4,文,,
TID_AUTONAME_BACK5,法,,
TID_AUTONAME_BACK6,兰,,
TID_AUTONAME_BACK7,克,,
TID_AUTONAME_BACK8,盖,,
TID_AUTONAME_BACK9,里,,
TID_AUTONAME_BACK10,赫,,
TID_AUTONAME_BACK11,尔,,
TID_AUTONAME_BACK12,蔓,,
TID_AUTONAME_BACK13,海,,
TID_AUTONAME_BACK14,勒,,
TID_AUTONAME_BACK15,拉,,
TID_AUTONAME_BACK16,丁,,
TID_AUTONAME_BACK17,杰,,
TID_AUTONAME_BACK18,克,,
TID_AUTONAME_BACK19,西,,
TID_AUTONAME_BACK20,吉,,
TID_AUTONAME_BACK21,姆,,
TID_AUTONAME_BACK22,肯,,
TID_AUTONAME_BACK23,特,,
TID_AUTONAME_BACK24,科,,
TID_AUTONAME_BACK25,耳,,
TID_AUTONAME_BACK26,农,,
TID_AUTONAME_BACK27,伦,,
TID_AUTONAME_BACK28,马,,
TID_AUTONAME_BACK29,里,,
TID_AUTONAME_BACK30,奥,,
TID_AUTONAME_BACK31,马克,,
TID_AUTONAME_BACK32,米克,,
TID_AUTONAME_BACK33,麦克,,
TID_AUTONAME_BACK34,穆尔,,
TID_AUTONAME_BACK35,马修,,
TID_AUTONAME_BACK36,马文,,
TID_AUTONAME_BACK37,马丁,,
TID_AUTONAME_BACK38,马希,,
TID_AUTONAME_BACK39,马奥,,
TID_AUTONAME_BACK40,林恩,,
TID_AUTONAME_BACK41,林顿,,
TID_AUTONAME_BACK42,米路,,
TID_AUTONAME_BACK43,门罗,,
TID_AUTONAME_BACK44,麦伦,,
TID_AUTONAME_BACK45,纳特,,
TID_AUTONAME_BACK46,纽曼,,
TID_AUTONAME_BACK47,罗亚,,
TID_AUTONAME_BACK48,罗娜,,
TID_AUTONAME_BACK49,罗顿,,
TID_AUTONAME_BACK50,迈欧,,
TID_AUTONAME_BACK51,奥利,,
TID_AUTONAME_BACK52,奥玛,,
TID_AUTONAME_BACK53,奥特,,
TID_AUTONAME_BACK54,欧恩,,
TID_AUTONAME_BACK55,雷哲,,
TID_AUTONAME_BACK56,洛克,,
TID_AUTONAME_BACK57,罗兵,,
TID_AUTONAME_BACK58,罗德,,
TID_AUTONAME_BACK59,罗恩,,
TID_AUTONAME_BACK60,塞门,,
TID_AUTONAME_BACK61,史丹,,
TID_AUTONAME_BACK62,泰德,,
TID_AUTONAME_BACK63,提姆,,
TID_AUTONAME_BACK64,韦伯,,
TID_AUTONAME_BACK65,威廉,,
TID_AUTONAME_BACK66,扎克,,
TID_AUTONAME_BACK67,杰夫,,
TID_AUTONAME_BACK68,亚当,,
TID_AUTONAME_BACK69,卡西,,
TID_AUTONAME_BACK70,彻里,,
TID_HUIZHAN_1,玩法规则,,
TID_HUIZHAN_2,1、空白城市可以直接点击占领,,
TID_HUIZHAN_3,2、已经被别人（其它阵营）占领，则点击后会出现进攻按钮，点击后进入战斗场景，村庄信息为占领这个城市的敌人的村庄信息,,
TID_HUIZHAN_4,3、进攻后，如果成功（达到2星或以上），则该城市变为自己所占有,,
TID_HUIZHAN_5,4、进攻后，如果失败（达到1星或以下），则该城市还是敌人所有，且该城市获得5分钟保护时间（大城市将获得10分钟保护时间）,,
TID_HUIZHAN_6,5、保护中的城市必须花费3万粮食(大城市需要15万粮食)进行强行攻击才能被进攻，强行进攻成功，将额外获得双倍积分,,
TID_HUIZHAN_7,6、单位时间内占领的城市越多，积分将越高，越可能获得胜利,,
TID_HUIZHAN_8,7、公会玩法里将加入会战道具的出售，增加收入点，并融入会战抢旗玩法,,
TID_HUIZHAN_9,收费点,,
TID_HUIZHAN_10,1、丰厚的收益，让玩家在玩家时段集中上线，进行交互，提高公会凝聚力和交互性，提高玩家参加活动的兴趣和游戏黏着力，间接提高游戏收入,,
TID_HUIZHAN_11,2、活动的规则，决定了玩家需要快节奏的造兵（特别是高级兵），中途可能产生大量的宝石秒兵/秒资源操作，否则城市占领速度会非常慢,,
TID_HUIZHAN_12,3、参加活动的帮会将得到公会会战积分，有一个公会会战积分排行榜，刺激公会参加活动，同时有周会战和月度总决赛，更加强化公会荣誉感和玩家参与感，且可以在后期增加收费点,,
TID_HUIZHAN_13,积分规则,,
TID_HUIZHAN_14,1、每个小城市基础分10分,,
TID_HUIZHAN_15,2、每个大城市基础分50分,,
TID_HUIZHAN_16,3、每个城市，如果连接了其它城市（同阵营），则每多连接一个，分数加成20%,,
TID_HUIZHAN_17,4、强行进攻保护中的城市，如果成功，则额外获得双倍积分,,
TID_HUIZHAN_18,积分规则对玩家的影响:,,
TID_HUIZHAN_19,1、大城市对胜负影响较大，所以玩家优先会抢占大城市，且会安排防守实力较强的玩家去优先防守大城市,,
TID_HUIZHAN_20,2、小城市数量较多，所以也不会忽视,,
TID_HUIZHAN_21,3、城市连接个数决定了分数加成，所以自己会优先攻占能连线的城市，而策略性的切断对方的城市连接，以降低对方的积分,,
TID_HUIZHAN_22,4、强行进攻保护中的城市，如果成功，则额外获得双倍积分，鼓励玩家强行进攻,,
TID_SETTING_TITLE,设置,,
TID_SETTING_OPEN,开启,,
TID_SETTING_CLOSE,关闭,,
TID_SETTING_MUSIC,音乐,,
TID_SETTING_SFX,音效,,
TID_ALLIANCE_PROMOTE_BUTTON1,提升至副会长,,
TID_ALLIANCE_PROMOTE_BUTTON2,提升至会长,,
TID_ALLIANCE_PROMOTE_VERIFY,确认将%s提升至会长?,,
TID_YANXI_BUY_SUCCESS,成功购买了%d次自我演习次数,,
TID_YANXI_BUY_1,自我演习1次,,
TID_YANXI_BUY_12,自我演习12次,,
TID_YANXI_BUY_150,自我演习150次,,
TID_ILLEGAL_NAME,名字中包含非法词汇，请重新输入,,
TID_SHOP_OTHER,其它,,ImageText
TID_NOTIFY_ONATTACK,君主，我们的城市被%s偷袭了!请速速回防!,,
TID_NOTIFY_ONFINISH,君主，我们的%s已经升到了%d级!,,
TID_NOTIFY_ONRUNOUT,君主，我们的护盾时间快过期了!,,
TID_NOTIFY_ONFINISH1,君主，我们的%s已经修建完成！,,
TID_TROOP_DONATE,请求援军,,
TID_DONATE_BUTTON,捐赠,,
TID_DONATE_EXP,感谢捐赠，获得%d点经验,,
TID_DONATE_NEED,我需要增援军队,,
TID_DONATE_GET,给你捐赠了第%d级的%s,,
TID_MENU_DOWN_MEMBER,降职为成员,,
TID_MSG_JOIN,加入了公会。,,
TID_MSG_LEAVE,离开了公会。,,
TID_MSG_KICKED,被%s移出了公会。,,
TID_MSG_UP_ELDER,被%s晋升为副会长。,,
TID_MSG_UP_LEADER,被%s晋升为首领。,,
TID_MSG_DOWN_MEMBER,被%s降职为公会成员。,,
TID_SEARCH_RESULT,"""%s""的搜索结果",,
TID_SEARCH_NOTFIND,未找到匹配结果,,
TID_TROPHY_NOT_ENOUGH,声望数未达到要求，无法加入,,
TID_MSGBOX_LEAVE,确定要离开公会?,,
TID_MSGBOX_KICK,确定要开除%s?,,
TID_MSGBOX_PROMOTION,确定要将%s提升为首领?,,
TID_CLOSE_JOIN,此公会已关闭加入,,
TID_TITLE_NOTICE,提示,,
TID_NEED_TROOPS,求援兵,,
TID_USE_LAST_TROOPS,确定使用上一次的兵种搭配?,,
TID_NO_ALLIANCE_CASTLE,在商店(军事)中购买公会议事厅后才能加入,,
TID_WORLD_CHAT_HINT,世界发言需要消耗%d,,
TID_TAST_CANNOT_GET_TROOP,营地人口空间不足，无法领取,,
TID_TAST_CANNOT_GET_TROOP1,请先修建营地后，再领取奖励。,,
TID_BUTTON_CLEAN,清理,,
TID_BUTTON_SELECT_ROW,选择整行,,
TID_BUTTON_ROTATE,旋转,,
TID_BUTTON_ALL_UPGRADE,批量升级,,
TID_BUY_HINT1,玩家须知:本次为删档测试，商城均为体验价格,,
TID_BUY_HINT2,任何咨询，欢迎加入玩家QQ群:待补充,,
TID_TAB_HINT_TASK,成长任务,,
TID_TAB_NORMAL_TASK,每日任务,,
TID_TAB_GUILD_TASK,公会日常,,
TID_NPC_CHAT1,萌芽于一战，盛开于二战，结果于越战，成熟于海湾。,,
